time,price_ADA-PERP,price_BTC-PERP,price_ETH-PERP
2021-10-16T18:00:00.000000,2.19213,61095.0,3870.9
2021-10-16T19:00:00.000000,2.182565,60861.0,3841.0
2021-10-16T20:00:00.000000,2.1881,61066.0,3833.7
2021-10-16T21:00:00.000000,2.176055,60695.0,3817.1
2021-10-16T22:00:00.000000,2.18491,60824.0,3829.1
2021-10-16T23:00:00.000000,2.179625,60923.0,3832.7
2021-10-17T00:00:00.000000,2.1716,60962.0,3844.3
2021-10-17T01:00:00.000000,2.18076,61123.0,3852.5
2021-10-17T02:00:00.000000,2.17778,61131.0,3852.4
2021-10-17T03:00:00.000000,2.180405,61172.0,3880.4
2021-10-17T04:00:00.000000,2.18206,60947.0,3877.3
2021-10-17T05:00:00.000000,2.16598,60700.0,3859.1
2021-10-17T06:00:00.000000,2.173015,60701.0,3876.8
2021-10-17T07:00:00.000000,2.16775,60363.0,3882.0
2021-10-17T08:00:00.000000,2.177465,60709.0,3891.1
2021-10-17T09:00:00.000000,2.185365,61270.0,3897.8
2021-10-17T10:00:00.000000,2.184055,61195.0,3887.9
2021-10-17T11:00:00.000000,2.16996,61010.0,3860.0
2021-10-17T12:00:00.000000,2.171085,60918.0,3856.6
2021-10-17T13:00:00.000000,2.17458,61066.0,3862.4
2021-10-17T14:00:00.000000,2.168305,61077.0,3858.9
2021-10-17T15:00:00.000000,2.153365,60814.0,3787.6
2021-10-17T16:00:00.000000,2.15538,61007.0,3812.4
2021-10-17T17:00:00.000000,2.160905,61063.0,3804.8
2021-10-17T18:00:00.000000,2.16442,61018.0,3811.6
2021-10-17T19:00:00.000000,2.14978,60539.0,3765.7
2021-10-17T20:00:00.000000,2.11898,59442.0,3699.0
2021-10-17T21:00:00.000000,2.14441,60670.0,3765.2
2021-10-17T22:00:00.000000,2.1466,61354.0,3830.7
2021-10-17T23:00:00.000000,2.16003,61574.0,3850.8
2021-10-18T00:00:00.000000,2.15806,62531.0,3881.0
2021-10-18T01:00:00.000000,2.154725,62133.0,3877.5
2021-10-18T02:00:00.000000,2.15333,62152.0,3865.1
2021-10-18T03:00:00.000000,2.144555,62173.0,3855.6
2021-10-18T04:00:00.000000,2.151515,62421.0,3868.4
2021-10-18T05:00:00.000000,2.15548,62408.0,3878.6
2021-10-18T06:00:00.000000,2.15258,62300.0,3863.9
2021-10-18T07:00:00.000000,2.14706,61900.0,3839.7
2021-10-18T08:00:00.000000,2.148775,61840.0,3824.9
2021-10-18T09:00:00.000000,2.13879,61258.0,3800.9
2021-10-18T10:00:00.000000,2.141065,61332.0,3787.8
2021-10-18T11:00:00.000000,2.12892,60952.0,3745.2
2021-10-18T12:00:00.000000,2.12313,60612.0,3730.7
2021-10-18T13:00:00.000000,2.14484,61872.0,3805.0
2021-10-18T14:00:00.000000,2.13677,62125.0,3788.4
2021-10-18T15:00:00.000000,2.13323,62015.0,3762.4
2021-10-18T16:00:00.000000,2.12402,61832.0,3730.5
2021-10-18T17:00:00.000000,2.113305,61741.0,3730.9
2021-10-18T18:00:00.000000,2.1224,61861.0,3730.7
2021-10-18T19:00:00.000000,2.126855,61445.0,3749.3
2021-10-18T20:00:00.000000,2.132255,61369.0,3735.8
2021-10-18T21:00:00.000000,2.13535,61817.0,3746.9
2021-10-18T22:00:00.000000,2.136195,62094.0,3749.9
2021-10-18T23:00:00.000000,2.129475,62050.0,3748.1
2021-10-19T00:00:00.000000,2.12175,61873.0,3752.5
2021-10-19T01:00:00.000000,2.130595,61850.0,3788.6
2021-10-19T02:00:00.000000,2.143315,61769.0,3787.6
2021-10-19T03:00:00.000000,2.155455,62621.0,3825.6
2021-10-19T04:00:00.000000,2.1384,62448.0,3818.4
2021-10-19T05:00:00.000000,2.12913,62503.0,3822.2
2021-10-19T06:00:00.000000,2.125575,62229.0,3789.4
2021-10-19T07:00:00.000000,2.135645,62318.0,3811.4
2021-10-19T08:00:00.000000,2.131405,62577.0,3812.7
2021-10-19T09:00:00.000000,2.124145,62168.0,3793.5
2021-10-19T10:00:00.000000,2.126795,62287.0,3792.1
2021-10-19T11:00:00.000000,2.128375,62175.0,3799.7
2021-10-19T12:00:00.000000,2.128,62248.0,3803.2
2021-10-19T13:00:00.000000,2.1284,62621.0,3811.6
